c 0220 N       01 30 15.40  14 40 39.10 LSBC F612-01              2454   2  0.43 -15.84  7.91 -09.71  4.57  2453   5 120  146  3.24 0.51   7.0   10.7  8.97  1.07
c 0224 NF      01 31 26.90  14 17 05.00 UGC 1087                  4567  17  1.06 -20.10   ---    ---  3.71  4486   3 137  161  4.67 0.43   9.7   17.6  9.66  9.66
c 0225 N       01 31 36.05  13 19 52.70 PGC 93844                 2744   6  0.75 -16.89   ---    ---  2.37  2747  10 109  134  0.83 0.25   3.5    5.5  8.48  8.48
c 0226         01 31 42.11 -00 55 59.00 NGC 0585                  5413   3  1.75 -22.45 11.02 -12.02  1.26  5424  30 448  519  0.81 0.26   3.3    5.0  9.06 -1.96
c 0227         01 32 22.30 -08 38 02.40 ASK 130362                3956   2  0.36 -16.50  7.95 -09.86  1.61  3962  15  68  130  0.67 0.17   5.9    8.2  8.70  0.75
c 0228         01 33 01.98 -00 41 23.30 IC 0138                   4635   2  1.15 -20.96 10.09 -10.26  1.35  4623   6 294  312  0.85 0.22   4.1    6.0  8.94 -1.15
c 0229         01 33 17.70  13 19 55.20 UGC 1110                  2769   4  0.85 -18.25  9.29 -10.37  2.67  2761   3 208  228  3.86 0.37   8.4   16.5  9.15 -0.14
c 0230 N       01 33 35.20 -01 05 31.00 UGC 1116                  4741   3  1.24 -20.24  9.80    ---  1.63  4635  22 120  180  0.80 0.20   3.8    7.4  8.92 -0.89
c 0232 C3      01 34 02.50 -01 04 32.70 UGC 1120                  4638   4  1.54 -21.33 10.44 -10.71  2.33  4660   5 378  413  5.70 0.43  10.2   20.7  9.78 -0.66
c 0235         01 34 49.90 -09 28 17.40 PGC 990633                5471   1  0.45 -18.88  8.85 -09.20  3.03  5513  10  51   91  0.93 0.26   5.2    7.0  9.14  0.28
c 0236 C3      01 35 51.10 -10 00 10.60 NGC 0624                  5870   3  1.46 -22.22 10.75 -11.47  2.19  5879   3 388  417  8.82 0.41  11.7   33.4 10.17 -0.58
